,misinfo,topic,polling_firm,sponsor,academic_comm,date,question,link,correct,leaning correct,incorrect,leaning incorrect,dk,not sure,refused_na,no opinion,undecided,misinformation,n_options,explicit_dk,explicit_ns,matter_of_opinion,n,mode,l_congenial_options,r_congenial_options,correct_valence ,prompt_type ,ire,footnotes
82,Y,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,09/12-18/13,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is included in the (2010) health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...cut benefits for people in the traditional Medicare program?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge AND  would AND  you AND  say AND  the AND  health AND  reform AND  law AND  does or does not gradually&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=September 12-18, 2013&sample=1503&qstn_list=&qstnid=1838845&qa_list=&qstn_id4=1838845&study_list=&lastSearchId=317673066318&archno=USPSRA2013-HNI122&keywordDisplay=",40,0,42,0,18,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (18%); landline(752)/cellular(751)
55,Y,ACA Death Panel,Princeton Survey Research Associates International,Kaiser Family Foundation,0,12/02-09/14,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the health reform law does or does not・establish a government panel to make decisions about end-of-life care for people on Medicare?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge would AND  you AND  say AND  the AND  (2010) AND  health AND  reform AND  law AND  does or does&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=December 2-9, 2014&sample=1505&qstn_list=&qstnid=1857336&qa_list=&qstn_id4=1857336&study_list=&lastSearchId=317673059292&archno=USPSRA2014-HNI136&keywordDisplay=",41,0,41,0,19,0,0,0,0,,2,N,N,Y,"1,505",telephone,,,L,TBYK,N,Don't know/Refused (19%); landline(750)/cellular(755)
63,Y,ACA Death Panel,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/11-17/14,"(I'm going to read you a list of specific elements or parts of the (2010 health care) law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the health reform law does or does not・establish a government panel to make decisions about end-of-life care for people on Medicare?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge AND  would AND  you AND  say AND  the AND  health AND  reform AND  law AND  does or does not gradually&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 11-17, 2014&sample=1504&qstn_list=&qstnid=1847825&qa_list=&qstn_id4=1847825&study_list=&lastSearchId=317673066245&archno=USPSRA2014-HNI128&keywordDisplay=",44,0,34,0,23,0,0,0,0,,3,N,N,Y,"1,504",telephone,,,L,TBYK,N,Don't know/Refused (23%)
78,Y,ACA Death Panel,Princeton Survey Research Associates International,Kaiser Family Foundation,0,09/12-18/13,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is included in the (2010) health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge AND  would AND  you AND  say AND  the AND  health AND  reform AND  law AND  does or does not gradually&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=September 12-18, 2013&sample=1503&qstn_list=&qstnid=1838844&qa_list=&qstn_id4=1838844&study_list=&lastSearchId=317673066318&archno=USPSRA2013-HNI122&keywordDisplay=",38,0,42,0,20,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (20%); landline(752)/cellular(751)
178,Y,ACA Death Panel,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/05-10/13,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law. For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=establish a government AND  panel AND  to AND  make AND  decisions AND  {about} AND  end of life AND  care AND  for AND  people AND  on AND  medicare&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 5-10, 2013&sample=1204&qstn_list=&qstnid=1830752&qa_list=&qstn_id4=1830752&study_list=&lastSearchId=317673102807&archno=USPSRA2013-HNI118&keywordDisplay=",39,0,40,0,21,0,0,0,0,,2,N,N,Y,"1,204",telephone,,,,TBYK,N,Don't know/Refused (21%); landline(602)/cellular(602)
179,Y,ACA Death Panel,Princeton Survey Research Associates International,Kaiser Family Foundation,0,09/13-19/12,"(I'm going to read you a list of specific ways the new (2010) health reform law may or may not impact Medicare. For each, please tell me if you think it is something the law does or does not do.) To the best of your knowledge, would you say the new law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=establish a government AND  panel AND  to AND  make AND  decisions AND  {about} AND  end of life AND  care AND  for AND  people AND  on AND  medicare&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=September 13-19, 2012&sample=1534&qstn_list=&qstnid=1818732&qa_list=&qstn_id4=1818732&study_list=&lastSearchId=317673102860&archno=USPSRA2012-HNI114&keywordDisplay=",39,0,39,0,22,0,0,0,0,,2,N,N,Y,"1,534",telephone,,,,TBYK,N,Don't know/Refused (22%); landline(1033)/cellular(501)
219,Y,ACA Death Panel,Princeton Survey Research Associates International,Kaiser Family Foundation,0,06/09-14/11,"(I'm going to read you a list of specific ways the new (March 2010) health reform law may or may not impact Medicare. For each, please tell me if you think it is something the law does or does not do.) To the best of your knowledge, would you say the new law does or does not...allow a government panel to make decisions about end-of-life care for people on Medicare?",http://www.kff.org/interactive/question-finder/?QSTN_ID2=1788192&qid=+1788192&pid=4&ccid=4&x=50&y=9,48,0,31,0,20,0,0,0,0,,2,N,N,Y,"1,203",telephone,,,,TBYK,N,Don't know/Refused (20%); landline(803)/cellular(400)
54,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,12/02-09/14,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the health reform law does or does not・allow undocumented immigrants to receive financial help from the government to buy health insurance?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=health AND  reform AND  law AND  does or does not allow AND  undocumented AND  immigrants AND  to AND  receive AND  financial AND  help AND  from AND  the AND  government AND  to AND  buy AND  health AND  insurance&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=December 2-9, 2014&sample=1505&qstn_list=&qstnid=1857335&qa_list=&qstn_id4=1857335&study_list=&lastSearchId=317673059332&archno=USPSRA2014-HNI136&keywordDisplay=",38,0,43,0,19,0,0,0,0,,2,N,N,Y,"1,505",telephone,,,L,TBYK,N,Don't know/Refused (19%); landline(750)/cellular(755)
59,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/11-17/14,"(I'm going to read you a list of specific elements or parts of the (2010 health care) law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the health reform law does or does not・allow undocumented immigrants to receive financial help from the government to buy health insurance?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge AND  would AND  you AND  say AND  the AND  health AND  reform AND  law AND  does or does not gradually&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 11-17, 2014&sample=1504&qstn_list=&qstnid=1847821&qa_list=&qstn_id4=1847821&study_list=&lastSearchId=317673066307&archno=USPSRA2014-HNI128&keywordDisplay=",32,0,46,0,22,0,0,0,0,,2,N,N,Y,"1,504",telephone,,,L,TBYK,N,Don't know/Refused (22%); landline(753)/cellular(751)
76,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,09/12-18/13,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is included in the (2010) health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge AND  would AND  you AND  say AND  the AND  health AND  reform AND  law AND  does or does not gradually&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=September 12-18, 2013&sample=1503&qstn_list=&qstnid=1838846&qa_list=&qstn_id4=1838846&study_list=&lastSearchId=317673066318&archno=USPSRA2013-HNI122&keywordDisplay=",35,0,43,0,21,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (21%); landline(752)/cellular(751)
174,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/06-12/17,"(I'm going to read a list of specific elements or parts of the 2010 health care law. For each, please tell me whether you think it is something the law does, or not.) To the best of your knowledge, would you say the 2010 health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=allow AND  undocumented AND  immigrants AND  to AND  receive AND  financial AND  help AND  from AND  the AND  government AND  to AND  buy AND  health AND  insurance&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=01-JAN-34&sample=1206&qstn_list=&qstnid=1893370&qa_list=&qstn_id4=1893370&study_list=&lastSearchId=317673102633&archno=&keywordDisplay=,39,0,50,0,11,0,0,0,0,,2,N,N,Y,"1,206",telephone,,,,TBYK,N,landline(421)/cellular(785)
175,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/05-10/13,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law. For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=allow AND  undocumented AND  immigrants AND  to AND  receive AND  financial AND  help AND  from AND  the AND  government AND  to AND  buy AND  health AND  insurance&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 5-10, 2013&sample=1204&qstn_list=&qstnid=1830755&qa_list=&qstn_id4=1830755&study_list=&lastSearchId=317673102684&archno=USPSRA2013-HNI118&keywordDisplay=",33,0,47,0,21,0,0,0,0,,2,N,N,Y,"1,204",telephone,,,,TBYK,N,Don't know/Refused (21%); landline(602)/cellular(602)
176,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,02/14-19/13,"Thinking again about the 2010 health care law...to the best of your knowledge, would you say the health care law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=allow AND  undocumented AND  immigrants AND  to AND  receive AND  financial AND  help AND  from AND  the AND  government AND  to AND  buy AND  health AND  insurance&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=February 14-19, 2013&sample=1209&qstn_list=&qstnid=1828874&qa_list=&qstn_id4=1828874&study_list=&lastSearchId=317673102718&archno=USPSRA2013-HNI117&keywordDisplay=",35,0,42,0,23,0,0,0,0,,2,N,N,Y,"1,209",telephone,,,,TBYK,N,Don't know/Refused (23%); landline(602)/cellular(607)
177,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,12/01-06/10,"(I'm going to read you a list of specific reform proposals. For each, please tell me whether you think it was included in the new (March 2010) health reform law, or not.) To the best of your knowledge, would you say the new law does or does not...allow undocumented immigrants to receive financial help from the government to buy health insurance?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=allow AND  undocumented AND  immigrants AND  to AND  receive AND  financial AND  help AND  from AND  the AND  government AND  to AND  buy AND  health AND  insurance&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=December 1-6, 2010&sample=1207&qstn_list=&qstnid=1788973&qa_list=&qstn_id4=1788973&study_list=&lastSearchId=317673102738&archno=USPSRA2010-HNI094&keywordDisplay=",42,0,41,0,16,0,0,0,0,,2,N,N,Y,"1,207",telephone,,,,TBYK,N,Don't know/Refused (16%); landline(803)/cellular(404)
220,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,02/14-19/13,"Thinking again about the 2010 health care law...to the best of your knowledge, would you say the health care law does or does not...allow undocumented immigrants to enroll in the Medicaid program?",http://www.kff.org/interactive/question-finder/?QSTN_ID2=1828875&qid=+1828875&pid=4&ccid=4&x=46&y=6,35,0,42,0,23,0,0,0,0,,2,N,N,Y,"1,209",telephone,,,,TBYK,N,Don't know/Refused (23%); landline(602)/cellular(607)
151,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,12/04-07/08,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.) Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 2,200, around 3,200, around 4,300, or around 5,200?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=December 4-7, 2008&sample=1000&qstn_list=&qstnid=1722809&qa_list=&qstn_id4=1722809&study_list=&lastSearchId=317673098017&archno=USPEW2008-12KNOW&keywordDisplay=",40,0,56,0,4,0,0,0,0,,4,N,N,Y,"1,000",telephone,,,,TBYK,N,Don't know/Refused (4%)
155,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,02/01-13/07,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 1,000, around 2,000, around 3,000, or around 4,000 military deaths in Iraq?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1502&qstn_list=&qstnid=1679305&qa_list=&qstn_id4=1679305&study_list=&lastSearchId=317673098417&archno=&keywordDisplay=,55,0,40,0,5,0,0,0,0,,4,N,N,Y,"1,502",telephone,,,,TBYK,N,Don't know/Refused (5%)
156,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,12/06-10/06,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 1,000, around 2,000, around 3,000, or around 4,000 military deaths in Iraq?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=December 6-10, 2006&sample=1502&qstn_list=&qstnid=1672532&qa_list=&qstn_id4=1672532&study_list=&lastSearchId=317673098422&archno=USPEW2006-12NII&keywordDisplay=",47,0,47,0,6,0,0,0,0,,4,N,N,Y,"1,502",telephone,,,,TBYK,N,Don't know/Refused (6%)
157,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,04/07-16/06,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 500, around 1,500, around 2,0500, or around 3,500 military deaths in Iraq?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=April 7-16, 2006&sample=1501&qstn_list=&qstnid=1650208&qa_list=&qstn_id4=1650208&study_list=&lastSearchId=317673098426&archno=USPEW2006-04NII&keywordDisplay=",53,0,40,0,7,0,0,0,0,,4,N,N,Y,"1,501",telephone,,,,TBYK,N,Don't know/Refused (7%)
158,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press/Council on Foreign Relations,0,10/12-24/05,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 500, around 1000, around 2000, or around 3000 military deaths in Iraq?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press, Council on Foreign Relations&studydate=October 12-24, 2005&sample=2006&qstn_list=&qstnid=1637954&qa_list=&qstn_id4=1637954&study_list=&lastSearchId=317673098433&archno=USPEW2005-APW&keywordDisplay=",48,0,48,0,4,0,0,0,0,,4,N,N,Y,"2,006",telephone,,,,TBYK,N,Don't know/Refused (4%)
159,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,06/08-12/05,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=June 8-12, 2005&sample=1464&qstn_list=&qstnid=1626428&qa_list=&qstn_id4=1626428&study_list=&lastSearchId=317673098439&archno=USPEW2005-06NII&keywordDisplay=",54,0,41,0,5,0,0,0,0,,4,N,N,Y,"1,464",telephone,,,,TBYK,N,Don't know/Refused (5%)
160,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,04/19/04-05/12/04,"(Next I would like to ask you about some things that have been in the news. Not everyone will have heard about them.)・Since the start of the military action in Iraq last March (2003), about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000? (If Respondent says '500', '1000' or '2000', prompt:) Would you say it is a little over or a little under?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=April 19-May 12, 2004&sample=3000&qstn_list=&qstnid=517766&qa_list=&qstn_id4=517766&study_list=&lastSearchId=317673098445&archno=USPEW2004-MEDIA&keywordDisplay=",55,0,38,0,7,0,0,0,0,,4,N,N,Y,"3,000",telephone,,,,TBYK,N,Don't know/Refused (7%)
207,Y,Obama Citizenship,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,04/28/11-05/01/11,"Is it your best guess that (Barack) Obama was born in the United States, or in another country?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=April 28-May 1, 2011&sample=1006&qstn_list=&qstnid=1803673&qa_list=&qstn_id4=1803673&study_list=&lastSearchId=317673196368&archno=USPEW2011-WK0428&keywordDisplay=",40,0,31,0,21,0,8,0,0,,2,N,N,Y,"1,006",telephone,,,,YBG,N,Subpopulation/Note: Asked of those who answered Don't know/No opinion/No answer/Refused about where Obama was born (21%).; landline(675)/cellular(331)
18,Y,Obama Religion,Public Religion Research Institute,Public Religion Research Institute/Religion News Service,0,05/02-06/12,"Do you happen to know what・Barack Obama's religion is? Is he Protestant, Catholic, Jewish, Mormon, Muslim, something else, or is he not religious?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=PRRI, Religion News Service&studydate=May 2-6, 2012&sample=1006&qstn_list=&qstnid=1810136&qa_list=&qstn_id4=1810136&study_list=&lastSearchId=317673058406&archno=USPRRI2012-05&keywordDisplay=",33,0,25,0,41,0,0,0,0,,7,N,N,Y,"1,006",telephone,,,L,DYHTK,N,CORRECT=Protestant (25%)+Christian (Vol.) (8%)
20,Y,Obama Religion,Public Religion Research Institute,Public Religion Research Institute/Religion News Service,0,07/14-17/11,"Thinking about current political leaders・Do you happen to know what・Barack Obama's religion is? Is he Protestant, Catholic, Jewish, Mormon, Muslim, something else, or is he not religious?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=PRRI, Religion News Service&studydate=July 14-17, 2011&sample=1012&qstn_list=&qstnid=1789264&qa_list=&qstn_id4=1789264&study_list=&lastSearchId=317673058539&archno=USPRRI2011-07&keywordDisplay=",34,0,26,0,40,0,0,0,0,,6,N,N,Y,"1,012",telephone,,,L,DYHTK,N,"CORRECT=Protestant (26%)+Christian (Vol.) (8%); 3 volunteered options: Christian (8%), Never heard of him/her (*), Don't know what their religious beliefs are (40%)"
211,Y,GW Happening,Reuters,Reuters,0,08/16/15-09/16/15,Global warming is happening?,http://polling.reuters.com/#poll/TMCO4Y14/dates/20150816-20150916/type/overall,68.9,0,14.8,0,0,16.3,0,0,0,,2,N,N,N,"8,603",online,,,,N/A,N,
212,Y,GW Scientist Agreement,Reuters,Reuters,0,02/13-24/15,Do UN scientists speak with authority about global warming?,http://polling.reuters.com/#!poll/TM462Y15_6,40.9,0,59.1,0,0,0,0,0,0,,2,N,N,N,"1,810",online,,,,N/A,N,
1,Y,Obama Citizenship,Selzer & Co.,Bloomberg,0,09/21-24/16,Do you think President Barack Obama was or was not born in the United States?,https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  barack AND  obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Bloomberg&studydate=01-JAN-34&sample=1002&qstn_list=&qstnid=1885893&qa_list=&qstn_id4=1885893&study_list=&lastSearchId=317673058348&archno=&keywordDisplay=,75,0,11,0,0,14,0,0,0,,2,N,N,Y,"1,002",telephone,,,L,DYT,N,
140,Y,Vaccines,Social Science Research Solutions/ICR,Harvard School of Public Health,0,09/14-20/09,"In general, how safe are the vaccines routinely given to young children, such as the vaccine for polio, measles, mumps, rubella, and pertussis or whooping cough?...Very safe, somewhat safe, not very safe, not at all safe",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=vaccines AND  safe&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Harvard School of Public Health&studydate=01-JAN-34&sample=1042&qstn_list=&qstnid=1748570&qa_list=&qstn_id4=1748570&study_list=&lastSearchId=317673081291&archno=&keywordDisplay=,59,0,40,0,0,1,0,0,0,,4,N,N,N,"1,042",telephone,,,,N/A,N,Don't know (1%)
232,Y,Russia Meddling,Techno Metrica Institute of Policy and Politics,Investor's Business Daily,0,05/30/17-06/06/17,Do you believe the outcome of the 2016 presidential election was influenced by Russia or not?,https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Investor's Business Daily&studydate=01-JAN-34&sample=903&qstn_list=&qstnid=1898549&qa_list=&qstn_id4=1898549&study_list=&lastSearchId=317673236519&archno=&keywordDisplay=,39,0,52,0,0,8,0,0,0,,2,N,N,Y,903,telephone,,,,DYB,N,
236,Y,Russia Meddling,Techno Metrica Institute of Policy and Politics,Investor's Business Daily,0,03/24-30/17,Do you believe that the outcome of the 2016 presidential election was influenced by Russia or not?,https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Investor's Business Daily&studydate=01-JAN-34&sample=904&qstn_list=&qstnid=1895086&qa_list=&qstn_id4=1895086&study_list=&lastSearchId=317673236574&archno=&keywordDisplay=,50,0,42,0,0,8,0,0,0,,2,N,N,Y,904,telephone,,,,DYB,N,
208,Y,Obama Citizenship,Washington Post,Washington Post,0,04/28/11-05/01/11,"(Where was Barack Obama born, as far as you know?) (If Don't know, ask:) Is it your best guess that Obama was born in the United States, or in another country? (If Another country, ask:) Do you think there's been solid evidence of that, or is that your suspicion only?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=01-JAN-34&sample=1006&qstn_list=&qstnid=1785393&qa_list=&qstn_id4=1785393&study_list=&lastSearchId=317673196391&archno=&keywordDisplay=,77,0,18,0,0,0,0,4,0,,0,N,N,Y,"1,006",telephone,,,,AFYK,N,"United States (77%), United States-best guess (8%), Another country-solid evidence (1%), Another country-suspicion only (8%), Another country-no opinion (1%), No opinion (4%)"
